sep=;
"Name:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) LH #2 2025-04-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2123 V";"Date:";"2025-04-02 ¿ÀÈÄ 8:10:33"
"Current:";"2.05765 A";"File:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) LH #2 2025-04-02"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"19255.3800";"-5";"0";"OK";"19255.3800";"-5";"0";"19255.3800";"-5";"0"
"H - 2.5L";"20300";"-";"36771.1700";"-2.5";"0";"OK";"36771.1700";"-2.5";"0";"36771.1700";"-2.5";"0"
"H - V";"0.8*MAX";"-";"61165.3200";"0";"0";"OK";"61165.3200";"0";"0";"61165.3200";"0";"0"
"H - 2.5R";"20300";"-";"42829.7200";"2.5";"0";"OK";"42829.7200";"2.5";"0";"42829.7200";"2.5";"0"
"H - 5R";"5100";"-";"17365.8300";"5";"0";"OK";"17365.8300";"5";"0";"17365.8300";"5";"0"
"MAX";"40500";"215000";"61375.2700";"0.01";"-0.15";"OK";"61375.2700";"0.01";"-0.15";"61375.2700";"0.01";"-0.15"
