sep=;
"Name:";"OV1 DOM HL LED LOW (OPT ASSY-LED) LH #2 1min COLOR 2025-04-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2129 V";"Date:";"2025-04-02 ¿ÀÈÄ 8:10:33"
"Current:";"2.91445 A";"File:";"OV1 DOM HL LED LOW (OPT ASSY-LED) LH #2 1min COLOR 2025-04-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3246";"0.3366";"5863";"OK";"12896.2";"";"";"12896.2";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3266";"0.3414";"5761";"OK";"11573.0";"";"";"11573.0";"";""
"1.72D - V";"0";"-1.72";"0.3232";"0.3340";"5938";"OK";"23701.8";"";"";"23701.8";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3235";"0.3367";"5916";"OK";"18003.5";"";"";"18003.5";"";""
"25R";"9";"-1.72";"0.3243";"0.3358";"5879";"OK";"13081.4";"";"";"13081.4";"";""
"4D - 5.14L";"-5.14";"-4";"0.3305";"0.3452";"5585";"OK";"9950.0";"";"";"9950.0";"";""
"4D - V";"0";"-4";"0.3313";"0.3437";"5550";"OK";"14660.3";"";"";"14660.3";"";""
"4D - 5.14R";"5.14";"-4";"0.3318";"0.3457";"5529";"OK";"12093.5";"";"";"12093.5";"";""
