sep=;
"Name:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #2 1min COLOR 2025-03-20"
"Number:";""
"Report:";"GO YUN SOO"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2146 V";"Date:";"2025-03-20 ¿ÀÈÄ 11:47:09"
"Current:";"0.00010 A";"File:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #2 1min COLOR 2025-03-20"

"No.";"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"EMin [lx]";"Hmin [¡Æ]";"Vmin [¡Æ]";"EMax [lx]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1";"H - V";"0";"0";"0.3213";"0.3296";"6046";"OK";"82.445";"";"";"82.445";"";""
"2";"H - 5L";"-5";"0";"0.3190";"0.3248";"6188";"OK";"12.830";"";"";"12.830";"";""
"3";"H - 2.5L";"-2.5";"0";"0.3194";"0.3256";"6167";"OK";"37.308";"";"";"37.308";"";""
"4";"H - 2.5R";"2.5";"0";"0.3218";"0.3305";"6019";"OK";"71.695";"";"";"71.695";"";""
"5";"H - 5R";"5";"0";"0.3210";"0.3290";"6066";"OK";"28.267";"";"";"28.267";"";""
