sep=;
"Name:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #2 2025-03-20"
"Number:";""
"Report:";"GO YUN SOO"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2146 V";"Date:";"2025-03-21 ¿ÀÀü 12:22:42"
"Current:";"0.00011 A";"File:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #2 2025-03-20"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"10047.780";"-5";"0";"OK";"10047.780";"-5";"0";"10047.780";"-5";"0"
"H - 2.5L";"20300";"-";"28520.870";"-2.5";"0";"OK";"28520.870";"-2.5";"0";"28520.870";"-2.5";"0"
"H - V";"0.8*MAX";"-";"58921.140";"0";"0";"OK";"58921.140";"0";"0";"58921.140";"0";"0"
"H - 2.5R";"20300";"-";"32179.700";"2.5";"0";"OK";"32179.700";"2.5";"0";"32179.700";"2.5";"0"
"H - 5R";"5100";"-";"12109.120";"5";"0";"OK";"12109.120";"5";"0";"12109.120";"5";"0"
"MAX";"40500";"215000";"63438.810";"0.18";"-0.2";"OK";"63438.810";"0.18";"-0.2";"63438.810";"0.18";"-0.2"
