sep=;
"Name:";"CE FL DOM HL LED LOW (STD ASSY-LED) LH #2 COLOR 2025-03-20"
"Number:";""
"Report:";"GO YUN SOO"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2145 V";"Date:";"2025-03-20 ¿ÀÈÄ 11:23:07"
"Current:";"0.00004 A";"File:";"CE FL DOM HL LED LOW (STD ASSY-LED) LH #2 COLOR 2025-03-20"

"No.";"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1";"25L";"-9";"-1.72";"0.3255";"0.3386";"5819";"OK";"10114.6";"";"";"10114.6";"";""
"2";"1.72D - 5.14L";"-5.14";"-1.72";"0.3240";"0.3357";"5897";"OK";"16445.9";"";"";"16445.9";"";""
"3";"1.72D - V";"0";"-1.72";"0.3250";"0.3372";"5841";"OK";"30012.1";"";"";"30012.1";"";""
"4";"1.72D - 5.14R";"5.14";"-1.72";"0.3254";"0.3382";"5822";"OK";"19979.0";"";"";"19979.0";"";""
"5";"25R";"9";"-1.72";"0.3271";"0.3417";"5740";"OK";"14258.4";"";"";"14258.4";"";""
"6";"4D - 5.14L";"-5.14";"-4";"0.3292";"0.3450";"5642";"OK";"14480.2";"";"";"14480.2";"";""
"7";"4D - V";"0";"-4";"0.3295";"0.3455";"5628";"OK";"15075.4";"";"";"15075.4";"";""
"8";"4D - 5.14R";"5.14";"-4";"0.3293";"0.3451";"5636";"OK";"15318.7";"";"";"15318.7";"";""
