sep=;
"Name:";"JW1 PE HPV DOM HL LED HIGH (OPT ASSY-LED) RH#1 2025-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2135 V";"Date:";"2025-09-01 ¿ÀÈÄ 11:11:19"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED HIGH (OPT ASSY-LED) RH#1 2025-09-01"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H / V";"0";"0";"58515.9500";"0";"0";"OK";"58515.9500";"0";"0";"58515.9500";"0";"0"
"MAX";"40500";"215000";"60297.5300";"0.45";"-0.45";"OK";"60297.5300";"0.45";"-0.45";"60297.5300";"0.45";"-0.45"
"H-5L";"5100";"-";"41570.0200";"-5";"0";"OK";"41570.0200";"-5";"0";"41570.0200";"-5";"0"
"H-2.5L";"20300";"-";"53667.1200";"-2.5";"0";"OK";"53667.1200";"-2.5";"0";"53667.1200";"-2.5";"0"
"H-2.5R";"20300";"-";"52407.4200";"2.5";"0";"OK";"52407.4200";"2.5";"0";"52407.4200";"2.5";"0"
"H-5R";"5100";"-";"38460.7700";"5";"0";"OK";"38460.7700";"5";"0";"38460.7700";"5";"0"
