sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(C MODE) RH#1 1MIN COLOR 25-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2131 V";"Date:";"2025-09-01 ¿ÀÈÄ 8:41:12"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(C MODE) RH#1 1MIN COLOR 25-09-01"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1.72D - 9L";"-9";"-1.72";"0.3231";"0.3360";"5939";"OK";"7923.8";"";"";"7923.8";"";""
"1.72D - 5.15L";"-5.14";"-1.72";"0.3258";"0.3391";"5802";"OK";"14095.8";"";"";"14095.8";"";""
"1.72D - V";"0";"-1.72";"0.3212";"0.3336";"6038";"OK";"26524.5";"";"";"26524.5";"";""
"1.72D - 5.15R";"5.14";"-1.72";"0.3248";"0.3394";"5848";"OK";"25174.9";"";"";"25174.9";"";""
"1.72D - 9R";"9";"-1.72";"0.3218";"0.3334";"6008";"OK";"12878.5";"";"";"12878.5";"";""
"4D - 5.14L";"-5.14";"-4";"0.3207";"0.3304";"6075";"OK";"8962.0";"";"";"8962.0";"";""
"4D - V";"0";"-4";"0.3253";"0.3359";"5831";"OK";"10902.6";"";"";"10902.6";"";""
"4D - 5.14R";"5.14";"-4";"0.3237";"0.3330";"5916";"OK";"10452.8";"";"";"10452.8";"";""
