sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(E MODE) RH#1 1MIN COLOR 25-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2134 V";"Date:";"2025-09-01 ¿ÀÈÄ 9:46:26"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(E MODE) RH#1 1MIN COLOR 25-09-01"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1.72D - 9L";"-9";"-1.72";"0.3229";"0.3355";"5948";"OK";"7952.9";"";"";"7952.9";"";""
"1.72D - 5.15L";"-5.14";"-1.72";"0.3251";"0.3380";"5837";"OK";"14051.7";"";"";"14051.7";"";""
"1.72D - V";"0";"-1.72";"0.3214";"0.3332";"6029";"OK";"25783.5";"";"";"25783.5";"";""
"1.72D - 5.15R";"5.14";"-1.72";"0.3254";"0.3395";"5820";"OK";"24398.6";"";"";"24398.6";"";""
"1.72D - 9R";"9";"-1.72";"0.3219";"0.3333";"6004";"OK";"12622.7";"";"";"12622.7";"";""
"4D - 5.14L";"-5.14";"-4";"0.3204";"0.3301";"6092";"OK";"8732.7";"";"";"8732.7";"";""
"4D - V";"0";"-4";"0.3245";"0.3348";"5872";"OK";"10417.5";"";"";"10417.5";"";""
"4D - 5.14R";"5.14";"-4";"0.3229";"0.3320";"5958";"OK";"9888.2";"";"";"9888.2";"";""
