sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW (STD ASSY-LED) RH#1 1MIN COLOR 2025-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2133 V";"Date:";"2025-09-01 ¿ÀÈÄ 6:21:52"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW (STD ASSY-LED) RH#1 1MIN COLOR 2025-09-01"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3247";"0.3385";"5856";"OK";"7354.9";"";"";"7354.9";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3258";"0.3391";"5802";"OK";"13319.6";"";"";"13319.6";"";""
"1.72D - V";"0";"-1.72";"0.3267";"0.3412";"5757";"OK";"22546.2";"";"";"22546.2";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3205";"0.3307";"6084";"OK";"21328.9";"";"";"21328.9";"";""
"25R";"9";"-1.72";"0.3268";"0.3410";"5753";"OK";"11608.3";"";"";"11608.3";"";""
"4D - 5.14L";"-5.14";"-4";"0.3241";"0.3356";"5890";"OK";"8238.7";"";"";"8238.7";"";""
"4D - V";"0";"-4";"0.3280";"0.3403";"5699";"OK";"9835.3";"";"";"9835.3";"";""
"4D - 5.14R";"5.14";"-4";"0.3258";"0.3371";"5805";"OK";"9464.8";"";"";"9464.8";"";""
