sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW (STD ASSY-LED) RH#1 COLOR 2025-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2137 V";"Date:";"2025-09-01 ¿ÀÈÄ 6:46:17"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW (STD ASSY-LED) RH#1 COLOR 2025-09-01"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3243";"0.3375";"5874";"OK";"7148.5";"";"";"7148.5";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3253";"0.3381";"5827";"OK";"13072.6";"";"";"13072.6";"";""
"1.72D - V";"0";"-1.72";"0.3254";"0.3392";"5820";"OK";"22325.7";"";"";"22325.7";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3193";"0.3291";"6153";"OK";"21328.9";"";"";"21328.9";"";""
"25R";"9";"-1.72";"0.3267";"0.3408";"5758";"OK";"11317.2";"";"";"11317.2";"";""
"4D - 5.14L";"-5.14";"-4";"0.3245";"0.3365";"5867";"OK";"7765.9";"";"";"7765.9";"";""
"4D - V";"0";"-4";"0.3282";"0.3404";"5690";"OK";"9367.8";"";"";"9367.8";"";""
"4D - 5.14R";"5.14";"-4";"0.3263";"0.3378";"5781";"OK";"9032.6";"";"";"9032.6";"";""
