sep=;
"Name:";"JW1 PE HPV DOM HL LED HIGH (STD ASSY-LED) RH#1 2025-09-01"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2133 V";"Date:";"2025-09-01 ¿ÀÈÄ 7:49:51"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED HIGH (STD ASSY-LED) RH#1 2025-09-01"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"14576.5000";"-5";"0";"OK";"14576.5000";"-5";"0";"14576.5000";"-5";"0"
"H - 2.5L";"20300";"-";"24774.0500";"-2.5";"0";"OK";"24774.0500";"-2.5";"0";"24774.0500";"-2.5";"0"
"H - V";"0.8*MAX";"-";"61505.2400";"0";"0";"OK";"61505.2400";"0";"0";"61505.2400";"0";"0"
"H - 2.5R";"20300";"-";"37990.8800";"2.5";"0";"OK";"37990.8800";"2.5";"0";"37990.8800";"2.5";"0"
"H - 5R";"5100";"-";"14766.4600";"5";"0";"OK";"14766.4600";"5";"0";"14766.4600";"5";"0"
"MAX";"40500";"215000";"61645.2000";"0.23";"0.11";"OK";"61645.2000";"0.23";"0.11";"61645.2000";"0.23";"0.11"
