sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) RH#1 1MIN COLOR 2025-09-04"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2135 V";"Date:";"2025-09-04 ¿ÀÈÄ 8:24:21"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) RH#1 1MIN COLOR 2025-09-04"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3243";"0.3382";"5874";"OK";"7406.0";"";"";"7406.0";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3254";"0.3387";"5821";"OK";"13284.3";"";"";"13284.3";"";""
"1.72D - V";"0";"-1.72";"0.3267";"0.3414";"5757";"OK";"22916.7";"";"";"22916.7";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3203";"0.3304";"6096";"OK";"22043.4";"";"";"22043.4";"";""
"25R";"9";"-1.72";"0.3263";"0.3407";"5776";"OK";"11890.6";"";"";"11890.6";"";""
"4D - 5.14L";"-5.14";"-4";"0.3236";"0.3349";"5916";"OK";"8362.2";"";"";"8362.2";"";""
"4D - V";"0";"-4";"0.3276";"0.3395";"5718";"OK";"10011.7";"";"";"10011.7";"";""
"4D - 5.14R";"5.14";"-4";"0.3252";"0.3365";"5835";"OK";"9694.2";"";"";"9694.2";"";""
