sep=;
"Name:";"JW1 PE HPV DOM HL LED HIGH(STD ASSY-LED) RH#1 2025-09-04"
"Number:";""
"Report:";"JO WON JIN"
"Test No.:";""
"Lamp type:";"LED"
"Lamp No.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2134 V";"Date:";"2025-09-04 ¿ÀÈÄ 10:02:39"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED HIGH(STD ASSY-LED) RH#1 2025-09-04"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"14416.5400";"-5";"0";"OK";"14416.5400";"-5";"0";"14416.5400";"-5";"0"
"H - 2.5L";"20300";"-";"23554.3500";"-2.5";"0";"OK";"23554.3500";"-2.5";"0";"23554.3500";"-2.5";"0"
"H - V";"0.8*MAX";"-";"61795.1700";"0";"0";"OK";"61795.1700";"0";"0";"61795.1700";"0";"0"
"H - 2.5R";"20300";"-";"41040.1500";"2.5";"0";"OK";"41040.1500";"2.5";"0";"41040.1500";"2.5";"0"
"H - 5R";"5100";"-";"15386.3100";"5";"0";"OK";"15386.3100";"5";"0";"15386.3100";"5";"0"
"MAX";"40500";"215000";"62305.0400";"0.39";"0.15";"OK";"62305.0400";"0.39";"0.15";"62305.0400";"0.39";"0.15"
