sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#1 COLOR 2025-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2133 V";"Date:";"2025-09-02 ¿ÀÈÄ 11:52:54"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#1 COLOR 2025-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3262";"0.3399";"5782";"OK";"11370.1";"";"";"11370.1";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3247";"0.3377";"5856";"OK";"22202.2";"";"";"22202.2";"";""
"1.72D - V";"0";"-1.72";"0.3241";"0.3382";"5883";"OK";"26568.6";"";"";"26568.6";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3250";"0.3383";"5841";"OK";"15524.8";"";"";"15524.8";"";""
"25R";"9";"-1.72";"0.3245";"0.3389";"5861";"OK";"7648.6";"";"";"7648.6";"";""
"4D - 5.14L";"-5.14";"-4";"0.3215";"0.3291";"6039";"OK";"10726.2";"";"";"10726.2";"";""
"4D - V";"0";"-4";"0.3243";"0.3321";"5889";"OK";"11211.4";"";"";"11211.4";"";""
"4D - 5.14R";"5.14";"-4";"0.3201";"0.3283";"6115";"OK";"9209.0";"";"";"9209.0";"";""
