sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#1 1MIN COLOR 2025-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2133 V";"Date:";"2025-09-02 ¿ÀÈÄ 11:26:14"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#1 1MIN COLOR 2025-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3262";"0.3406";"5781";"OK";"11511.3";"";"";"11511.3";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3255";"0.3390";"5816";"OK";"22308.1";"";"";"22308.1";"";""
"1.72D - V";"0";"-1.72";"0.3245";"0.3393";"5862";"OK";"27106.6";"";"";"27106.6";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3251";"0.3389";"5835";"OK";"15868.8";"";"";"15868.8";"";""
"25R";"9";"-1.72";"0.3249";"0.3400";"5842";"OK";"7816.2";"";"";"7816.2";"";""
"4D - 5.14L";"-5.14";"-4";"0.3208";"0.3290";"6076";"OK";"11237.8";"";"";"11237.8";"";""
"4D - V";"0";"-4";"0.3232";"0.3307";"5947";"OK";"11740.6";"";"";"11740.6";"";""
"4D - 5.14R";"5.14";"-4";"0.3200";"0.3289";"6117";"OK";"9694.2";"";"";"9694.2";"";""
