sep=;
"Name:";"OV1 DOM HL LED LOW (STD ASSY-LED) RH #2 1min COLOR 2025-04-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2122 V";"Date:";"2025-04-02 ¿ÀÈÄ 11:44:05"
"Current:";"1.39732 A";"File:";"OV1 DOM HL LED LOW (STD ASSY-LED) RH #2 1min COLOR 2025-04-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3258";"0.3408";"5800";"OK";"6461.3";"";"";"6461.3";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3253";"0.3396";"5824";"OK";"10682.1";"";"";"10682.1";"";""
"1.72D - V";"0";"-1.72";"0.3250";"0.3352";"5847";"OK";"19458.9";"";"";"19458.9";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3252";"0.3391";"5830";"OK";"14633.9";"";"";"14633.9";"";""
"25R";"9";"-1.72";"0.3226";"0.3381";"5955";"OK";"10779.1";"";"";"10779.1";"";""
"4D - 5.14L";"-5.14";"-4";"0.3278";"0.3410";"5707";"OK";"9535.4";"";"";"9535.4";"";""
"4D - V";"0";"-4";"0.3277";"0.3395";"5713";"OK";"10144.0";"";"";"10144.0";"";""
"4D - 5.14R";"5.14";"-4";"0.3278";"0.3395";"5709";"OK";"10249.9";"";"";"10249.9";"";""
