sep=;
"Name:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) LH #1 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2117 V";"Date:";"2025-03-31 ¿ÀÈÄ 10:29:28"
"Current:";"2.13292 A";"File:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) LH #1 2025-03-31"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"20695.030";"-5";"0";"OK";"20695.030";"-5";"0";"20695.030";"-5";"0"
"H - 2.5L";"20300";"-";"38250.820";"-2.5";"0";"OK";"38250.820";"-2.5";"0";"38250.820";"-2.5";"0"
"H - V";"0.8*MAX";"-";"60475.480";"0";"0";"OK";"60475.480";"0";"0";"60475.480";"0";"0"
"H - 2.5R";"20300";"-";"36891.140";"2.5";"0";"OK";"36891.140";"2.5";"0";"36891.140";"2.5";"0"
"H - 5R";"5100";"-";"16436.050";"5";"0";"OK";"16436.050";"5";"0";"16436.050";"5";"0"
"MAX";"40500";"215000";"60865.390";"-0.23";"-0.22";"OK";"60865.390";"-0.23";"-0.22";"60865.390";"-0.23";"-0.22"
