sep=;
"Name:";"OV1 DOM HL LED LOW (OPT ASSY-LED) LH #1 1min COLOR 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2126 V";"Date:";"2025-03-31 ¿ÀÈÄ 8:56:31"
"Current:";"3.05195 A";"File:";"OV1 DOM HL LED LOW (OPT ASSY-LED) LH #1 1min COLOR 2025-03-31"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3232";"0.3344";"5936";"OK";"13513.6";"";"";"13513.6";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3251";"0.3397";"5833";"OK";"11714.2";"";"";"11714.2";"";""
"1.72D - V";"0";"-1.72";"0.3234";"0.3343";"5927";"OK";"23040.2";"";"";"23040.2";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3229";"0.3349";"5950";"OK";"19644.1";"";"";"19644.1";"";""
"25R";"9";"-1.72";"0.3241";"0.3351";"5891";"OK";"14122.3";"";"";"14122.3";"";""
"4D - 5.14L";"-5.14";"-4";"0.3302";"0.3445";"5598";"OK";"9782.4";"";"";"9782.4";"";""
"4D - V";"0";"-4";"0.3324";"0.3450";"5503";"OK";"13990.0";"";"";"13990.0";"";""
"4D - 5.14R";"5.14";"-4";"0.3321";"0.3453";"5516";"OK";"11925.9";"";"";"11925.9";"";""
