sep=;
"Name:";"JW1 PE HPV DOM HL LED HIGH(OPT ASSY-LED) RH#2 1MIN COLOR 2025-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2133 V";"Date:";"2025-09-03 ¿ÀÀü 3:32:28"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED HIGH(OPT ASSY-LED) RH#2 1MIN COLOR 2025-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H-V";"0";"0";"0.3269";"0.3322";"5761";"OK";"61913.9";"";"";"61913.9";"";""
"H-5L";"-5";"0";"0.3286";"0.3351";"5676";"OK";"42472.6";"";"";"42472.6";"";""
"H-2.5L";"-2.5";"0";"0.3268";"0.3325";"5766";"OK";"57565.2";"";"";"57565.2";"";""
"H-2.5R";"2.5";"0";"0.3262";"0.3314";"5797";"OK";"57177.1";"";"";"57177.1";"";""
"H-5R";"5";"0";"0.3258";"0.3320";"5815";"OK";"43884.0";"";"";"43884.0";"";""
