sep=;
"Name:";"JW1 PE HPV DOM HL LED HIGH(OPT ASSY-LED) RH#2 COLOR 2025-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2128 V";"Date:";"2025-09-03 ¿ÀÀü 4:02:03"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED HIGH(OPT ASSY-LED) RH#2 COLOR 2025-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H-V";"0";"0";"0.3260";"0.3310";"5807";"OK";"56647.8";"";"";"56647.8";"";""
"H-5L";"-5";"0";"0.3283";"0.3344";"5691";"OK";"39085.4";"";"";"39085.4";"";""
"H-2.5L";"-2.5";"0";"0.3259";"0.3312";"5812";"OK";"52846.0";"";"";"52846.0";"";""
"H-2.5R";"2.5";"0";"0.3252";"0.3303";"5848";"OK";"52581.4";"";"";"52581.4";"";""
"H-5R";"5";"0";"0.3254";"0.3316";"5836";"OK";"40329.2";"";"";"40329.2";"";""
