sep=;
"No.";"Time [s]";"I [cd]";"Irel [%]"
1;0;73670.920;9.55
2;10;73551.440;9.37
3;20;73461.830;9.23
4;30;73342.340;9.05
5;40;73222.860;8.87
6;50;73133.250;8.73
7;60;73013.770;8.55
8;70;72924.160;8.41
9;80;72814.630;8.24
10;90;72715.060;8.09
11;100;72625.450;7.96
12;110;72515.920;7.79
13;120;72406.400;7.62
14;130;72306.830;7.47
15;140;72207.260;7.32
16;150;72127.600;7.20
17;160;72018.080;7.03
18;170;71928.470;6.89
19;180;71818.940;6.72
20;190;71739.290;6.60
21;200;71649.670;6.46
22;210;71550.110;6.31
23;220;71450.540;6.16
24;230;71370.880;6.04
25;240;71291.230;5.92
26;250;71201.620;5.78
27;260;71112.000;5.64
28;270;71022.390;5.51
29;280;70942.730;5.38
30;290;70843.160;5.23
31;300;70773.470;5.13
32;310;70663.950;4.96
33;320;70594.240;4.85
34;330;70544.460;4.78
35;340;70464.800;4.65
36;350;70375.200;4.52
37;360;70285.590;4.38
38;370;70215.880;4.27
39;380;70126.270;4.14
40;390;70076.480;4.06
41;400;69996.840;3.94
42;410;69917.180;3.82
43;420;69867.390;3.74
44;430;69787.740;3.62
45;440;69698.130;3.48
46;450;69618.470;3.36
47;460;69558.730;3.27
48;470;69489.030;3.16
49;480;69429.290;3.07
50;490;69379.510;3.00
51;500;69309.810;2.89
52;510;69250.070;2.80
53;520;69200.280;2.72
54;530;69130.590;2.62
55;540;69090.760;2.56
56;550;69031.020;2.46
57;560;68971.270;2.37
58;570;68921.490;2.30
59;580;68861.750;2.21
60;590;68802.010;2.11
61;600;68752.230;2.04
62;610;68702.440;1.96
63;620;68642.700;1.87
64;630;68602.870;1.81
65;640;68553.090;1.73
66;650;68513.260;1.67
67;660;68453.520;1.58
68;670;68413.690;1.52
69;680;68373.860;1.46
70;690;68324.080;1.38
71;700;68274.300;1.31
72;710;68214.550;1.22
73;720;68184.680;1.17
74;730;68134.900;1.10
75;740;68105.020;1.05
76;750;68055.240;0.97
77;760;68025.380;0.93
78;770;67975.590;0.85
79;780;67935.760;0.79
80;790;67895.930;0.73
81;800;67856.100;0.67
82;810;67806.320;0.59
83;820;67756.540;0.52
84;830;67736.630;0.49
85;840;67706.750;0.44
86;850;67656.970;0.37
87;860;67607.180;0.29
88;870;67577.310;0.24
89;880;67557.400;0.21
90;890;67517.570;0.15
91;900;67487.700;0.11
92;910;67457.830;0.06
93;920;67418.000;0.00
94;930;67398.090;-0.03
95;940;67358.260;-0.09
96;950;67318.440;-0.15
97;960;67308.480;-0.17
98;970;67258.700;-0.24
99;980;67228.820;-0.29
100;990;67188.990;-0.35
101;1000;67169.080;-0.38
102;1010;67119.300;-0.46
103;1020;67089.420;-0.50
104;1030;67079.470;-0.52
105;1040;67039.640;-0.58
106;1050;67009.770;-0.62
107;1060;66989.860;-0.65
108;1070;66959.980;-0.70
109;1080;66940.070;-0.73
110;1090;66910.200;-0.78
111;1100;66880.330;-0.82
112;1110;66850.460;-0.87
113;1120;66830.550;-0.90
114;1130;66810.630;-0.93
115;1140;66770.800;-0.99
116;1150;66750.890;-1.02
117;1160;66721.020;-1.06
118;1170;66701.110;-1.10
119;1180;66671.230;-1.14
120;1190;66661.280;-1.16
121;1200;66641.370;-1.19
122;1210;66611.490;-1.23
123;1220;66581.630;-1.28
124;1230;66561.710;-1.31
125;1240;66531.840;-1.35
126;1250;66521.880;-1.37
127;1260;66492.020;-1.41
128;1270;66462.140;-1.46
129;1280;66442.230;-1.49
130;1290;66422.310;-1.52
131;1300;66402.400;-1.55
132;1310;66392.450;-1.57
133;1320;66372.530;-1.60
134;1330;66352.620;-1.63
135;1340;66322.750;-1.67
136;1350;66302.840;-1.70
137;1360;66282.920;-1.73
138;1370;66263.010;-1.76
139;1380;66243.090;-1.79
140;1390;66233.130;-1.81
141;1400;66213.220;-1.84
142;1410;66193.300;-1.87
143;1420;66173.390;-1.90
144;1430;66153.480;-1.93
145;1440;66143.520;-1.95
146;1450;66113.650;-1.99
147;1460;66093.730;-2.02
148;1470;66073.830;-2.05
149;1480;66053.910;-2.08
150;1490;66043.950;-2.10
151;1500;66034.000;-2.11
152;1510;66014.090;-2.14
153;1520;65984.210;-2.19
154;1530;65974.260;-2.21
155;1540;65954.340;-2.24
156;1550;65944.380;-2.25
157;1560;65924.470;-2.28
158;1570;65904.550;-2.31
159;1580;65884.640;-2.34
160;1590;65874.690;-2.36
161;1600;65854.770;-2.39
162;1610;65844.810;-2.40
163;1620;65824.910;-2.43
164;1630;65824.910;-2.43
165;1640;65804.990;-2.46
166;1650;65775.120;-2.51
167;1660;65755.200;-2.54
168;1670;65745.250;-2.56
169;1680;65735.290;-2.57
170;1690;65715.380;-2.60
171;1700;65705.420;-2.62
172;1710;65675.550;-2.66
173;1720;65675.550;-2.66
174;1730;65655.630;-2.69
175;1740;65635.720;-2.72
176;1750;65625.770;-2.74
177;1760;65605.850;-2.77
178;1770;65595.890;-2.78
179;1780;65575.980;-2.81
180;1790;65566.020;-2.83
181;1800;65566.020;-2.83
182;1810;65536.160;-2.87
183;1820;65526.200;-2.89
184;1830;65526.200;-2.89
185;1840;65516.240;-2.91
186;1850;65486.370;-2.95
187;1860;65496.320;-2.94
188;1870;65476.410;-2.97
189;1880;65456.500;-3.00
