sep=;
"Name:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-03-20"
"Number:";""
"Report:";"GO YUN SOO"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2146 V";"Date:";"2025-03-20 ¿ÀÈÄ 10:26:20"
"Current:";"0.00005 A";"File:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-03-20"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"16174.820";"-5";"0";"OK";"16174.820";"-5";"0";"16174.820";"-5";"0"
"H - 2.5L";"20300";"-";"40946.890";"-2.5";"0";"OK";"40946.890";"-2.5";"0";"40946.890";"-2.5";"0"
"H - V";"0.8*MAX";"-";"61610.280";"0";"0";"OK";"61610.280";"0";"0";"61610.280";"0";"0"
"H - 2.5R";"20300";"-";"28900.750";"2.5";"0";"OK";"28900.750";"2.5";"0";"28900.750";"2.5";"0"
"H - 5R";"5100";"-";"11330.370";"5";"0";"OK";"11330.370";"5";"0";"11330.370";"5";"0"
"MAX";"40500";"215000";"62240.080";"-0.17";"-0.01";"OK";"62240.080";"-0.17";"-0.01";"62240.080";"-0.17";"-0.01"
