sep=;
"Name:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #1 COLOR 2025-03-20"
"Number:";""
"Report:";"GO YUN SOO"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2146 V";"Date:";"2025-03-20 ¿ÀÈÄ 10:27:18"
"Current:";"0.00012 A";"File:";"CE FL DOM HL LED HIGH (STD ASSY-LED) LH #1 COLOR 2025-03-20"

"No.";"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"EMin [lx]";"Hmin [¡Æ]";"Vmin [¡Æ]";"EMax [lx]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1";"H - V";"0";"0";"0.3259";"0.3375";"5800";"OK";"89.682";"";"";"89.682";"";""
"2";"H - 5L";"-5";"0";"0.3240";"0.3340";"5899";"OK";"17.589";"";"";"17.589";"";""
"3";"H - 2.5L";"-2.5";"0";"0.3252";"0.3363";"5834";"OK";"50.492";"";"";"50.492";"";""
"4";"H - 2.5R";"2.5";"0";"0.3254";"0.3370";"5823";"OK";"57.597";"";"";"57.597";"";""
"5";"H - 5R";"5";"0";"0.3248";"0.3362";"5857";"OK";"23.545";"";"";"23.545";"";""
