sep=;
"Name:";"OV1 DOM HL LED LOW (STD ASSY-LED) RH #1 1min COLOR 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2119 V";"Date:";"2025-03-31 ¿ÀÈÄ 10:52:50"
"Current:";"1.45601 A";"File:";"OV1 DOM HL LED LOW (STD ASSY-LED) RH #1 1min COLOR 2025-03-31"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3241";"0.3378";"5882";"OK";"7733.3";"";"";"7733.3";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3234";"0.3360";"5922";"OK";"12481.6";"";"";"12481.6";"";""
"1.72D - V";"0";"-1.72";"0.3241";"0.3324";"5898";"OK";"28685.6";"";"";"28685.6";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3236";"0.3365";"5911";"OK";"16115.8";"";"";"16115.8";"";""
"25R";"9";"-1.72";"0.3212";"0.3360";"6029";"OK";"10849.7";"";"";"10849.7";"";""
"4D - 5.14L";"-5.14";"-4";"0.3258";"0.3369";"5806";"OK";"9059.1";"";"";"9059.1";"";""
"4D - V";"0";"-4";"0.3258";"0.3358";"5808";"OK";"9473.6";"";"";"9473.6";"";""
"4D - 5.14R";"5.14";"-4";"0.3257";"0.3360";"5812";"OK";"9500.1";"";"";"9500.1";"";""
