sep=;
"Name:";"OV1 DOM HL LED HIGH (STD ASSY-LED) RH #1 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2121 V";"Date:";"2025-04-01 ¿ÀÀü 12:46:37"
"Current:";"2.33014 A";"File:";"OV1 DOM HL LED HIGH (STD ASSY-LED) RH #1 2025-03-31"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"14746.460";"-5";"0";"OK";"14746.460";"-5";"0";"14746.460";"-5";"0"
"H - 2.5L";"20300";"-";"32152.280";"-2.5";"0";"OK";"32152.280";"-2.5";"0";"32152.280";"-2.5";"0"
"H - V";"0.8*MAX";"-";"57826.120";"0";"0";"OK";"57826.120";"0";"0";"57826.120";"0";"0"
"H - 2.5R";"20300";"-";"28793.090";"2.5";"0";"OK";"28793.090";"2.5";"0";"28793.090";"2.5";"0"
"H - 5R";"5100";"-";"15766.220";"5";"0";"OK";"15766.220";"5";"0";"15766.220";"5";"0"
"MAX";"40500";"215000";"58855.870";"-0.1";"-1.54";"OK";"58855.870";"-0.1";"-1.54";"58855.870";"-0.1";"-1.54"
