sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(E MODE) LH#2 1MIN COLOR 25-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2129 V";"Date:";"2025-09-02 ¿ÀÈÄ 9:13:35"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(E MODE) LH#2 1MIN COLOR 25-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1.72D - 9L";"-9";"-1.72";"0.3256";"0.3386";"5812";"OK";"11035.0";"";"";"11035.0";"";""
"1.72D - 5.15L";"-5.14";"-1.72";"0.3258";"0.3392";"5802";"OK";"20614.4";"";"";"20614.4";"";""
"1.72D - V";"0";"-1.72";"0.3282";"0.3449";"5685";"OK";"26056.9";"";"";"26056.9";"";""
"1.72D - 5.15R";"5.14";"-1.72";"0.3267";"0.3414";"5757";"OK";"15507.1";"";"";"15507.1";"";""
"1.72D - 9R";"9";"-1.72";"0.3239";"0.3375";"5894";"OK";"8141.7";"";"";"8141.7";"";""
"4D - 5.14L";"-5.14";"-4";"0.3203";"0.3294";"6100";"OK";"9288.4";"";"";"9288.4";"";""
"4D - V";"0";"-4";"0.3238";"0.3332";"5910";"OK";"9703.0";"";"";"9703.0";"";""
"4D - 5.14R";"5.14";"-4";"0.3193";"0.3281";"6158";"OK";"8229.9";"";"";"8229.9";"";""
