sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(C MODE) LH#2 COLOR 2025-09-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2129 V";"Date:";"2025-09-02 ¿ÀÈÄ 8:35:00"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(OPT ASSY-LED)(C MODE) LH#2 COLOR 2025-09-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1.72D - 9L";"-9";"-1.72";"0.3253";"0.3384";"5826";"OK";"10955.6";"";"";"10955.6";"";""
"1.72D - 5.15L";"-5.14";"-1.72";"0.3253";"0.3384";"5826";"OK";"20543.9";"";"";"20543.9";"";""
"1.72D - V";"0";"-1.72";"0.3277";"0.3446";"5708";"OK";"26074.6";"";"";"26074.6";"";""
"1.72D - 5.15R";"5.14";"-1.72";"0.3266";"0.3412";"5761";"OK";"15401.3";"";"";"15401.3";"";""
"1.72D - 9R";"9";"-1.72";"0.3238";"0.3372";"5900";"OK";"8035.8";"";"";"8035.8";"";""
"4D - 5.14L";"-5.14";"-4";"0.3204";"0.3293";"6095";"OK";"9103.2";"";"";"9103.2";"";""
"4D - V";"0";"-4";"0.3242";"0.3334";"5890";"OK";"9535.4";"";"";"9535.4";"";""
"4D - 5.14R";"5.14";"-4";"0.3192";"0.3278";"6164";"OK";"8044.7";"";"";"8044.7";"";""
