sep=;
"Name:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #2 1min COLOR 2025-04-02"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2120 V";"Date:";"2025-04-02 ¿ÀÈÄ 9:53:50"
"Current:";"1.40865 A";"File:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #2 1min COLOR 2025-04-02"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3262";"0.3383";"5783";"OK";"6724.2";"";"";"6724.2";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3264";"0.3376";"5776";"OK";"9032.6";"";"";"9032.6";"";""
"1.72D - V";"0";"-1.72";"0.3295";"0.3378";"5632";"OK";"20464.5";"";"";"20464.5";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3270";"0.3397";"5745";"OK";"9694.2";"";"";"9694.2";"";""
"25R";"9";"-1.72";"0.3259";"0.3412";"5793";"OK";"7358.4";"";"";"7358.4";"";""
"4D - 5.14L";"-5.14";"-4";"0.3247";"0.3484";"5836";"OK";"5896.8";"";"";"5896.8";"";""
"4D - V";"0";"-4";"0.3248";"0.3480";"5830";"OK";"7541.0";"";"";"7541.0";"";""
"4D - 5.14R";"5.14";"-4";"0.3250";"0.3475";"5822";"OK";"6660.7";"";"";"6660.7";"";""
