sep=;
"No.";"Time [s]";"I [cd]";"Irel [%]"
1;0;32837.770;0.53
2;10;32748.160;0.25
3;20.015;32768.080;0.31
4;30.015;32668.510;0.00
5;40.015;32847.730;0.56
6;50.015;32768.080;0.31
7;60.015;32768.080;0.31
8;70.015;32827.820;0.50
9;80.015;32847.730;0.56
10;90.015;32787.990;0.38
11;100.015;32837.770;0.53
12;110.015;32748.160;0.25
13;120.015;32837.770;0.53
14;130.015;32807.900;0.44
15;140.015;32678.460;0.03
16;150.015;32748.160;0.25
17;160.015;32787.990;0.38
18;170.015;32668.510;0.00
19;180.015;32708.340;0.13
20;190.015;32658.550;-0.03
21;200.015;32658.550;-0.03
22;210.015;32718.290;0.16
23;220.015;32708.340;0.13
24;230.015;32648.590;-0.06
25;240.015;32578.900;-0.28
26;250.015;32568.940;-0.31
27;260.015;32618.720;-0.16
28;270.015;32489.280;-0.56
29;280.015;32678.460;0.03
30;290.015;32648.590;-0.06
31;300.015;32539.070;-0.41
32;310.015;32499.240;-0.53
33;320.015;32658.550;-0.03
34;330.015;32598.810;-0.22
35;340.015;32558.980;-0.34
36;350.015;32479.330;-0.60
37;360.015;32529.110;-0.44
38;370.015;32369.800;-0.94
39;380.015;32459.410;-0.66
40;390.015;32429.540;-0.75
41;400.015;32519.150;-0.47
42;410.015;32449.460;-0.69
43;420.015;32449.460;-0.69
44;430.015;32399.670;-0.85
45;440.015;32349.890;-1.00
46;450.015;32339.930;-1.03
47;460.015;32359.840;-0.97
48;470.015;32310.060;-1.13
49;480.015;32399.670;-0.85
50;490.015;32409.630;-0.81
51;500.015;32369.800;-0.94
52;510.015;32300.100;-1.16
53;520.015;32220.450;-1.41
54;530.015;32300.100;-1.16
55;540.015;32180.620;-1.54
56;550.015;32280.190;-1.22
57;560.015;32280.190;-1.22
58;570.015;32270.230;-1.25
59;580.015;32220.450;-1.41
60;590.015;32180.620;-1.54
61;600.015;32240.360;-1.35
62;610.015;32200.540;-1.47
63;620.015;32150.750;-1.63
64;630.015;32180.620;-1.54
65;640.015;32160.710;-1.60
66;650.015;32190.580;-1.50
67;660.015;32140.790;-1.66
68;670.015;32160.710;-1.60
69;680.015;32110.920;-1.75
70;690.015;32150.750;-1.63
71;700.015;32130.840;-1.69
72;710.015;32130.840;-1.69
73;720.015;32130.840;-1.69
74;730.015;32110.920;-1.75
75;740.015;32091.010;-1.82
76;750.015;32081.050;-1.85
77;760.015;32071.100;-1.88
78;770.015;32100.970;-1.79
79;780.015;32051.180;-1.94
80;790.015;32011.350;-2.07
81;800.015;32041.220;-1.97
82;810.015;32021.310;-2.04
83;820.015;31961.570;-2.22
84;830.015;31981.480;-2.16
85;840.015;31991.440;-2.13
86;850.015;32001.400;-2.10
87;860.015;31941.660;-2.29
88;870.015;31941.660;-2.29
89;880.015;31931.700;-2.32
90;890.015;31931.700;-2.32
91;900.015;31931.700;-2.32
92;910.015;31951.610;-2.26
93;920.015;31911.790;-2.38
94;930.015;31921.740;-2.35
95;940.015;31901.830;-2.41
96;950.015;31891.870;-2.44
97;960.015;31881.910;-2.47
98;970.015;31862.000;-2.54
99;980.015;31881.910;-2.47
100;990.015;31881.910;-2.47
101;1000.015;31862.000;-2.54
102;1010.015;31862.000;-2.54
103;1020.015;31812.220;-2.69
104;1030.015;31802.260;-2.73
105;1040.015;31832.130;-2.63
106;1050.015;31812.220;-2.69
107;1060.015;31812.220;-2.69
108;1070.015;31792.300;-2.76
109;1080.015;31802.260;-2.73
110;1090.015;31792.300;-2.76
111;1100.015;31792.300;-2.76
112;1110.015;31832.130;-2.63
113;1120.015;31812.220;-2.69
114;1130.015;31782.350;-2.79
