sep=;
"Name:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) RH #1 COLOR 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2113 V";"Date:";"2025-04-01 ¿ÀÀü 2:09:05"
"Current:";"2.26432 A";"File:";"OV1 DOM HL LED HIGH (OPT ASSY-LED) RH #1 COLOR 2025-03-31"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"EMin [lx]";"Hmin [¡Æ]";"Vmin [¡Æ]";"EMax [lx]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - V";"0";"0";"0.3201";"0.3292";"6111";"OK";"93.572";"";"";"93.572";"";""
"H - 5L";"-5";"0";"0.3250";"0.3368";"5844";"OK";"29.636";"";"";"29.636";"";""
"H - 2.5L";"-2.5";"0";"0.3223";"0.3324";"5987";"OK";"54.365";"";"";"54.365";"";""
"H - 2.5R";"2.5";"0";"0.3206";"0.3316";"6075";"OK";"66.102";"";"";"66.102";"";""
"H - 5R";"5";"0";"0.3236";"0.3359";"5913";"OK";"37.729";"";"";"37.729";"";""
