sep=;
"Name:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #1 1MIN COLOR 2025-01-18"
"Number:";""
"Report:";"Kim Jin Mo"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2160 V";"Date:";"2025-01-18 ¿ÀÀü 8:04:44"
"Current:";"1.40408 A";"File:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #1 1MIN COLOR 2025-01-18"

"No.";"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"1";"25L";"-9";"-1.72";"0.3246";"0.3410";"5856";"OK";"10086.4";"";"";"10086.4";"";""
"2";"1.72D - 5.14L";"-5.14";"-1.72";"0.3237";"0.3397";"5900";"OK";"14460.7";"";"";"14460.7";"";""
"3";"1.72D - V";"0";"-1.72";"0.3232";"0.3381";"5924";"OK";"32332.8";"";"";"32332.8";"";""
"4";"1.72D - 5.14R";"5.14";"-1.72";"0.3257";"0.3427";"5801";"OK";"17688.9";"";"";"17688.9";"";""
"5";"25R";"9";"-1.72";"0.3250";"0.3423";"5833";"OK";"10178.1";"";"";"10178.1";"";""
"6";"4D - 5.14L";"-5.14";"-4";"0.3271";"0.3437";"5736";"OK";"8834.5";"";"";"8834.5";"";""
"7";"4D - V";"0";"-4";"0.3282";"0.3461";"5684";"OK";"9237.2";"";"";"9237.2";"";""
"8";"4D - 5.14R";"5.14";"-4";"0.3290";"0.3478";"5650";"OK";"9221.8";"";"";"9221.8";"";""
