sep=;
"Name:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-01-18"
"Number:";""
"Report:";"Kim Jin Mo"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL CORP.(LAB #3 LMT GO-H1660)"
"Voltage:";"13.2170 V";"Date:";"2025-01-18 ¿ÀÀü 9:32:17"
"Current:";"2.17205 A";"File:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-01-18"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"16854.610";"-5";"0";"OK";"16854.610";"-5";"0";"16854.610";"-5";"0"
"H - 2.5L";"20300";"-";"30690.180";"-2.5";"0";"OK";"30690.180";"-2.5";"0";"30690.180";"-2.5";"0"
"H - V";"0.8*MAX";"-";"52453.210";"0";"0";"OK";"52453.210";"0";"0";"52453.210";"0";"0"
"H - 2.5R";"20300";"-";"33859.160";"2.5";"0";"OK";"33859.160";"2.5";"0";"33859.160";"2.5";"0"
"H - 5R";"5100";"-";"14735.280";"5";"0";"OK";"14735.280";"5";"0";"14735.280";"5";"0"
"MAX";"40500";"215000";"61709.520";"0.29";"-0.96";"OK";"61709.520";"0.29";"-0.96";"61709.520";"0.29";"-0.96"
