sep=;
"Name:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#2 COLOR 2025-09-04"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2132 V";"Date:";"2025-09-04 ¿ÀÈÄ 10:44:31"
"Current:";"0.00000 A";"File:";"JW1 PE HPV DOM HL LED LOW(STD ASSY-LED) LH#2 COLOR 2025-09-04"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3263";"0.3403";"5777";"OK";"11352.5";"";"";"11352.5";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3246";"0.3373";"5862";"OK";"21690.6";"";"";"21690.6";"";""
"1.72D - V";"0";"-1.72";"0.3239";"0.3379";"5893";"OK";"27274.2";"";"";"27274.2";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3250";"0.3378";"5842";"OK";"16009.9";"";"";"16009.9";"";""
"25R";"9";"-1.72";"0.3244";"0.3388";"5865";"OK";"7802.1";"";"";"7802.1";"";""
"4D - 5.14L";"-5.14";"-4";"0.3214";"0.3292";"6044";"OK";"10911.5";"";"";"10911.5";"";""
"4D - V";"0";"-4";"0.3242";"0.3318";"5894";"OK";"11528.9";"";"";"11528.9";"";""
"4D - 5.14R";"5.14";"-4";"0.3198";"0.3281";"6132";"OK";"9438.4";"";"";"9438.4";"";""
