sep=;
"No.";"Time [s]";"I [cd]";"Irel [%]"
1;0;53757.1;0.00
2;10;53737.1;-0.04
3;20;53657.1;-0.19
4;30;53737.1;-0.04
5;40;53697.1;-0.11
6;50;53737.1;-0.04
7;60;53697.1;-0.11
8;70;53727.1;-0.06
9;80;53727.1;-0.06
10;90;53697.1;-0.11
11;100;53747.1;-0.02
12;110;53707.1;-0.09
13;120;53837.1;0.15
14;130;53797.1;0.07
15;140;53767.1;0.02
16;150;53817.1;0.11
17;160;53797.1;0.07
18;170;53747.1;-0.02
19;180;53817.1;0.11
20;190;53767.1;0.02
21;200;53757.1;0.00
22;210;53847.1;0.17
23;220;53857.1;0.19
24;230;53827.1;0.13
25;240.016;53787.1;0.06
26;250.016;53847.1;0.17
27;260.016;53837.1;0.15
28;270.016;53807.1;0.09
29;280.016;53847.1;0.17
30;290.016;53827.1;0.13
31;300.016;53797.1;0.07
32;310.016;53797.1;0.07
33;320.016;53907.1;0.28
34;330.016;53887.1;0.24
35;340.016;53857.1;0.19
36;350.016;53827.1;0.13
37;360.016;53887.1;0.24
38;370.016;53867.1;0.20
39;380.016;53847.1;0.17
40;390.016;53817.1;0.11
41;400.016;53867.1;0.20
42;410.016;53857.1;0.19
43;420.016;53837.1;0.15
44;430.032;53847.1;0.17
45;440.032;53937.1;0.34
46;450.032;53917.1;0.30
47;460.032;53877.1;0.22
48;470.032;53867.1;0.20
49;480.032;53867.1;0.20
50;490.032;53917.1;0.30
51;500.032;53897.1;0.26
52;510.032;53887.1;0.24
53;520.032;53877.1;0.22
54;530.032;53857.1;0.19
55;540.032;53947.1;0.35
56;550.032;53957.1;0.37
57;560.032;53937.1;0.34
58;570.032;53927.1;0.32
59;580.032;53907.1;0.28
60;590.032;53887.1;0.24
61;600.032;53947.1;0.35
62;610.032;53937.1;0.34
63;620.032;53937.1;0.34
64;630.032;53907.1;0.28
65;640.032;53897.1;0.26
66;650.032;53887.1;0.24
67;660.032;53887.1;0.24
68;670.032;53987.0;0.43
69;680.032;53977.0;0.41
70;690.032;53947.1;0.35
71;700.032;53947.1;0.35
72;710.032;53937.1;0.34
73;720.032;53947.1;0.35
74;730.032;53947.1;0.35
75;740.032;53957.1;0.37
76;750.032;53987.0;0.43
77;760.032;53967.1;0.39
78;770.032;53967.1;0.39
79;780.032;53937.1;0.34
80;790.032;53897.1;0.26
81;800.032;53907.1;0.28
82;810.032;54017.0;0.48
83;820.032;54007.0;0.47
84;830.032;54017.0;0.48
85;840.032;53987.0;0.43
86;850.032;53977.0;0.41
87;860.047;53967.1;0.39
88;870.047;53977.0;0.41
89;880.047;53957.1;0.37
90;890.047;53957.1;0.37
91;900.047;54007.0;0.47
92;910.047;54017.0;0.48
93;920.047;53967.1;0.39
94;930.047;53977.0;0.41
95;940.063;53977.0;0.41
96;950.063;53937.1;0.34
97;960.063;53947.1;0.35
