sep=;
"Name:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2117 V";"Date:";"2025-03-31 ¿ÀÈÄ 8:37:58"
"Current:";"2.29389 A";"File:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 2025-03-31"

"Functions";"Min";"Max";"I [cd]";"H[¡Æ]";"V[¡Æ]";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - 5L";"5100";"-";"15156.360";"-5";"0";"OK";"15156.360";"-5";"0";"15156.360";"-5";"0"
"H - 2.5L";"20300";"-";"29432.940";"-2.5";"0";"OK";"29432.940";"-2.5";"0";"29432.940";"-2.5";"0"
"H - V";"0.8*MAX";"-";"53917.060";"0";"0";"OK";"53917.060";"0";"0";"53917.060";"0";"0"
"H - 2.5R";"20300";"-";"28463.170";"2.5";"0";"OK";"28463.170";"2.5";"0";"28463.170";"2.5";"0"
"H - 5R";"5100";"-";"11057.350";"5";"0";"OK";"11057.350";"5";"0";"11057.350";"5";"0"
"MAX";"40500";"215000";"55102.830";"-0.28";"-0.05";"OK";"55102.830";"-0.28";"-0.05";"55102.830";"-0.28";"-0.05"
