sep=;
"Name:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #1 1min COLOR 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2112 V";"Date:";"2025-03-31 ¿ÀÈÄ 6:39:27"
"Current:";"1.45039 A";"File:";"OV1 DOM HL LED LOW (STD ASSY-LED) LH #1 1min COLOR 2025-03-31"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"IMin [cd]";"Hmin [¡Æ]";"Vmin [¡Æ]";"IMax [cd]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"25L";"-9";"-1.72";"0.3239";"0.3393";"5890";"OK";"9341.3";"";"";"9341.3";"";""
"1.72D - 5.14L";"-5.14";"-1.72";"0.3235";"0.3383";"5911";"OK";"13716.5";"";"";"13716.5";"";""
"1.72D - V";"0";"-1.72";"0.3249";"0.3343";"5854";"OK";"28438.6";"";"";"28438.6";"";""
"1.72D - 5.14R";"5.14";"-1.72";"0.3248";"0.3382";"5850";"OK";"16415.7";"";"";"16415.7";"";""
"25R";"9";"-1.72";"0.3235";"0.3385";"5911";"OK";"10576.3";"";"";"10576.3";"";""
"4D - 5.14L";"-5.14";"-4";"0.3262";"0.3380";"5785";"OK";"9861.8";"";"";"9861.8";"";""
"4D - V";"0";"-4";"0.3274";"0.3398";"5727";"OK";"9923.5";"";"";"9923.5";"";""
"4D - 5.14R";"5.14";"-4";"0.3269";"0.3407";"5749";"OK";"9403.1";"";"";"9403.1";"";""
