sep=;
"Name:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 COLOR 2025-03-31"
"Number:";""
"Report:";"JO WON JIN"
"Test no.:";""
"Lamp type:";"LED"
"Lamp no.:";"PRODUCT"
"Lamp flux:";"0 lm";"Operator:";"SL Corp.(LMT #01 GO H-1300)"
"Voltage:";"13.2117 V";"Date:";"2025-03-31 ¿ÀÈÄ 8:38:41"
"Current:";"2.32160 A";"File:";"OV1 DOM HL LED HIGH (STD ASSY-LED) LH #1 COLOR 2025-03-31"

"Functions";"H[¡Æ]";"V[¡Æ]";"x";"y";"Tc";"N.O.K.";"EMin [lx]";"Hmin [¡Æ]";"Vmin [¡Æ]";"EMax [lx]";"Hmax [¡Æ]";"Vmax [¡Æ]"
"H - V";"0";"0";"0.3247";"0.3424";"5846";"OK";"73.503";"";"";"73.503";"";""
"H - 5L";"-5";"0";"0.3253";"0.3422";"5819";"OK";"19.702";"";"";"19.702";"";""
"H - 2.5L";"-2.5";"0";"0.3246";"0.3418";"5852";"OK";"30.736";"";"";"30.736";"";""
"H - 2.5R";"2.5";"0";"0.3240";"0.3435";"5875";"OK";"73.912";"";"";"73.912";"";""
"H - 5R";"5";"0";"0.3233";"0.3457";"5902";"OK";"27.976";"";"";"27.976";"";""
